Lead Origin,Lead Source,Do Not Email,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,Lead Quality,Lead Profile,City,A free copy of Mastering The Interview,Last Notable Activity,Lead Score,Lead Category
Landing Page Submission,Direct Traffic,No,0,3.0,245,3.0,Unreachable,India,Finance Management,Unknown,Unemployed,Might be,Unknown,Thane & Outskirts,Yes,Modified,5.34,Cold Lead
Landing Page Submission,Organic Search,No,1,8.0,1268,4.0,Email Opened,India,Operations Management,Unknown,Unemployed,Unknown,Unknown,Mumbai,Yes,Email Opened,52.75,Warm Lead
Landing Page Submission,Google,No,0,2.0,56,2.0,Email Bounced,India,Unknown,Online Search,Unemployed,Unknown,Unknown,Mumbai,No,Modified,3.28,Cold Lead
API,Referral Sites,No,0,4.0,174,2.0,Email Link Clicked,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,6.03,Cold Lead
Landing Page Submission,Direct Traffic,No,0,4.0,1149,2.0,Email Opened,India,Unknown,Word Of Mouth,Unemployed,Unknown,Unknown,Mumbai,No,Email Opened,39.77,Cold Lead
Landing Page Submission,Direct Traffic,No,0,2.0,333,2.0,Email Opened,India,E-COMMERCE,Unknown,Unknown,Unknown,Unknown,Other Cities,Yes,Email Opened,3.03,Cold Lead
API,Organic Search,No,0,7.0,471,2.33,Email Opened,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Email Opened,16.8,Cold Lead
Landing Page Submission,Direct Traffic,No,1,3.0,1010,3.0,Email Opened,India,Supply Chain Management,Unknown,Unemployed,Might be,Unknown,Other Metro Cities,Yes,Email Opened,80.55,Hot Lead
API,Olark Chat,No,1,10.0,1815,3.33,Had a Phone Conversation,India,Operations Management,Unknown,Unemployed,High in Relevance,Potential Lead,Other Cities of Maharashtra,Yes,Had a Phone Conversation,99.55,Hot Lead
Landing Page Submission,Direct Traffic,No,0,2.0,47,2.0,Email Link Clicked,India,Business Administration,Unknown,Unemployed,Unknown,Unknown,Other Cities,Yes,Email Link Clicked,5.79,Cold Lead
Landing Page Submission,Direct Traffic,No,1,3.0,1528,1.5,Email Opened,India,Operations Management,Unknown,Unemployed,Might be,Unknown,Other Cities,Yes,Modified,86.16,Hot Lead
Landing Page Submission,Google,No,1,6.0,919,6.0,Email Opened,India,Finance Management,Online Search,Unemployed,High in Relevance,Potential Lead,Mumbai,No,Email Opened,98.56,Hot Lead
API,Organic Search,No,0,10.0,194,5.0,Email Link Clicked,India,Media and Advertising,Online Search,Unemployed,Unknown,Unknown,Mumbai,No,Modified,5.07,Cold Lead
API,Organic Search,No,0,1.0,1173,1.0,Converted to Lead,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,18.08,Cold Lead
API,Google,No,0,2.0,351,2.0,Email Opened,India,Unknown,Unknown,Unemployed,Might be,Unknown,Unknown,No,Email Opened,18.97,Cold Lead
Landing Page Submission,Referral Sites,No,0,12.0,493,12.0,Email Link Clicked,India,Marketing Management,Unknown,Unknown,Unknown,Unknown,Thane & Outskirts,Yes,Email Link Clicked,2.7,Cold Lead
Landing Page Submission,Direct Traffic,No,0,3.0,381,1.5,Page Visited on Website,India,Operations Management,Unknown,Unemployed,Not Sure,Unknown,Thane & Outskirts,Yes,Page Visited on Website,7.0,Cold Lead
API,Referral Sites,No,0,2.0,1944,2.0,Email Opened,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,40.47,Cold Lead
Landing Page Submission,Google,No,0,5.0,65,5.0,Unreachable,India,Human Resource Management,Online Search,Unemployed,Might be,Unknown,Thane & Outskirts,No,Modified,11.62,Cold Lead
API,Organic Search,No,0,7.0,1334,7.0,Email Opened,India,Business Administration,Unknown,Unknown,Unknown,Unknown,Mumbai,Yes,Modified,35.55,Cold Lead
API,Google,No,0,7.0,615,7.0,Form Submitted on Website,India,"Banking, Investment And Insurance",Online Search,Unknown,Unknown,Unknown,Thane & Outskirts,No,Modified,5.84,Cold Lead
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Unknown,Finance Management,Unknown,Working Professional,Low in Relevance,Potential Lead,Mumbai,No,Email Opened,98.97,Hot Lead
API,Google,No,0,1.0,250,1.0,Email Bounced,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,4.86,Cold Lead
Landing Page Submission,Direct Traffic,No,0,2.0,383,2.0,Email Link Clicked,India,Business Administration,Unknown,Unknown,Unknown,Unknown,Other Metro Cities,Yes,Email Link Clicked,1.56,Cold Lead
Lead Add Form,Welingak Website,No,1,3.0,1240,2.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Low in Relevance,Potential Lead,Mumbai,No,Modified,99.6,Hot Lead
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Unknown,"Banking, Investment And Insurance",Unknown,Working Professional,Might be,Potential Lead,Unknown,No,Email Opened,98.85,Hot Lead
Lead Add Form,Welingak Website,No,1,3.0,458,2.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,95.09,Hot Lead
Lead Add Form,Welingak Website,No,1,3.0,1060,2.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,96.15,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,28.09,Cold Lead
API,Referral Sites,No,0,4.0,904,4.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,21.19,Cold Lead
API,Google,No,0,1.0,164,1.0,Converted to Lead,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,0.69,Cold Lead
API,Google,No,0,2.0,1793,2.0,Converted to Lead,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,19.74,Cold Lead
API,Organic Search,No,0,5.0,1841,5.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,50.31,Warm Lead
API,Organic Search,No,1,8.0,877,2.67,Email Link Clicked,India,"Banking, Investment And Insurance",Unknown,Unemployed,Might be,Potential Lead,Unknown,No,Email Link Clicked,97.17,Hot Lead
Lead Add Form,Reference,No,1,0.0,0,0.0,Unreachable,Unknown,Retail Management,Unknown,Unemployed,High in Relevance,Potential Lead,Mumbai,No,Modified,88.28,Hot Lead
Landing Page Submission,Organic Search,No,1,12.0,1411,6.0,Email Opened,India,Finance Management,Unknown,Unemployed,Might be,Unknown,Other Cities,Yes,Email Opened,90.41,Hot Lead
API,Organic Search,No,1,6.0,385,6.0,Converted to Lead,India,Unknown,Unknown,Unemployed,Low in Relevance,Potential Lead,Thane & Outskirts,No,Modified,44.78,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,1.22,Cold Lead
API,Google,No,0,12.0,68,1.71,Page Visited on Website,India,Media and Advertising,Word Of Mouth,Unknown,Unknown,Unknown,Mumbai,No,Modified,2.72,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,1.22,Cold Lead
Landing Page Submission,Google,No,0,3.0,192,3.0,Email Opened,India,International Business,Online Search,Unknown,Unknown,Unknown,Thane & Outskirts,No,Email Opened,1.83,Cold Lead
Landing Page Submission,Google,No,0,5.0,309,5.0,Olark Chat Conversation,India,Finance Management,Word Of Mouth,Unknown,Unknown,Unknown,Mumbai,No,Modified,1.56,Cold Lead
Lead Add Form,Reference,No,1,3.0,785,2.0,Approached upfront,Unknown,Unknown,Unknown,Unemployed,Might be,Unknown,Unknown,No,Modified,85.7,Hot Lead
API,Organic Search,No,0,4.0,342,4.0,Email Opened,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,6.73,Cold Lead
API,Google,No,0,2.0,78,1.0,Email Opened,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Email Opened,21.64,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,1.22,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,1.22,Cold Lead
API,Organic Search,No,1,5.0,1234,1.67,Email Opened,India,International Business,Unknown,Student,Low in Relevance,Potential Lead,Thane & Outskirts,No,Email Opened,98.31,Hot Lead
API,Organic Search,No,0,8.0,14,8.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,Worst,Unknown,Unknown,No,Modified,0.21,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,6.81,Cold Lead
API,Referral Sites,No,0,4.0,77,4.0,Unreachable,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,0.54,Cold Lead
API,Referral Sites,No,1,3.0,1299,3.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,37.77,Cold Lead
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Unknown,Finance Management,Unknown,Unemployed,High in Relevance,Potential Lead,Other Cities of Maharashtra,No,Email Opened,98.27,Hot Lead
API,Referral Sites,No,0,2.0,457,2.0,Email Opened,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,8.66,Cold Lead
API,Organic Search,No,0,5.0,358,5.0,Page Visited on Website,United Arab Emirates,Unknown,Unknown,Unemployed,Not Sure,Unknown,Unknown,No,Modified,8.15,Cold Lead
Landing Page Submission,Direct Traffic,No,0,3.0,481,3.0,Email Link Clicked,India,"Banking, Investment And Insurance",Unknown,Unknown,Unknown,Unknown,Other Cities,Yes,Email Link Clicked,2.83,Cold Lead
API,Direct Traffic,No,0,2.0,205,2.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,5.53,Cold Lead
Landing Page Submission,Direct Traffic,No,1,1.0,1106,1.0,Converted to Lead,India,Finance Management,Unknown,Unemployed,Might be,Unknown,Other Cities,Yes,Modified,66.28,Warm Lead
Landing Page Submission,Direct Traffic,No,1,9.0,1953,1.8,Email Opened,India,Supply Chain Management,Online Search,Unemployed,Might be,Unknown,Thane & Outskirts,No,Modified,91.56,Hot Lead
Lead Add Form,Reference,No,1,3.0,1070,2.0,Email Opened,Unknown,Marketing Management,Unknown,Unemployed,High in Relevance,Potential Lead,Other Cities,No,Modified,98.36,Hot Lead
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Might be,Unknown,Unknown,No,Email Opened,91.54,Hot Lead
Landing Page Submission,Google,No,0,5.0,207,2.5,Form Submitted on Website,India,Finance Management,Online Search,Unknown,Unknown,Unknown,Mumbai,No,Modified,1.5,Cold Lead
Landing Page Submission,Direct Traffic,No,1,2.0,1587,2.0,Email Opened,India,E-COMMERCE,Multiple Sources,Unemployed,Might be,Unknown,Other Cities,No,Email Opened,60.48,Warm Lead
Landing Page Submission,Direct Traffic,No,1,2.0,1509,2.0,Email Opened,India,E-Business,Unknown,Unemployed,Worst,Unknown,Mumbai,Yes,Modified,60.22,Warm Lead
API,Organic Search,No,0,4.0,331,4.0,Unreachable,India,Unknown,Unknown,Unemployed,Might be,Unknown,Unknown,No,Modified,3.57,Cold Lead
Landing Page Submission,Direct Traffic,No,0,4.0,187,4.0,Email Link Clicked,India,Human Resource Management,Unknown,Unemployed,Unknown,Unknown,Mumbai,Yes,Modified,3.81,Cold Lead
API,Organic Search,No,1,3.0,1407,1.5,Converted to Lead,India,Human Resource Management,Unknown,Unemployed,Might be,Unknown,Unknown,No,Modified,75.83,Warm Lead
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Unknown,Finance Management,Unknown,Working Professional,High in Relevance,Lateral Student,Unknown,No,Modified,93.74,Hot Lead
Landing Page Submission,Google,No,0,1.0,123,1.0,Converted to Lead,India,Unknown,Email,Unemployed,Might be,Other Leads,Other Cities,No,Modified,14.41,Cold Lead
API,Organic Search,No,0,1.0,100,1.0,Converted to Lead,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,2.59,Cold Lead
Landing Page Submission,Direct Traffic,No,1,9.0,1164,4.5,Email Opened,India,Healthcare Management,Unknown,Unemployed,Might be,Unknown,Mumbai,Yes,Email Opened,81.8,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,6.8,Cold Lead
Landing Page Submission,Direct Traffic,No,1,1.0,1362,1.0,Unreachable,India,Rural and Agribusiness,Online Search,Unemployed,Might be,Unknown,Other Cities of Maharashtra,No,Modified,89.39,Hot Lead
API,Direct Traffic,No,0,7.0,1051,3.5,Olark Chat Conversation,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,19.87,Cold Lead
Landing Page Submission,Google,No,0,2.0,1816,2.0,Converted to Lead,India,Unknown,Word Of Mouth,Unemployed,Unknown,Unknown,Thane & Outskirts,No,Modified,64.83,Warm Lead
Landing Page Submission,Direct Traffic,No,0,7.0,74,2.33,Unreachable,India,Finance Management,Multiple Sources,Unemployed,Not Sure,Unknown,Mumbai,No,Modified,0.68,Cold Lead
API,Organic Search,No,0,13.0,54,6.5,Email Opened,India,Unknown,Unknown,Unemployed,Not Sure,Unknown,Unknown,No,Email Opened,6.66,Cold Lead
Landing Page Submission,Direct Traffic,No,1,3.0,1183,3.0,Email Opened,India,Finance Management,Unknown,Unknown,Unknown,Unknown,Thane & Outskirts,Yes,Email Opened,36.66,Cold Lead
Landing Page Submission,Direct Traffic,No,0,3.0,66,3.0,Email Opened,India,IT Projects Management,Unknown,Unemployed,Not Sure,Other Leads,Thane & Outskirts,Yes,Email Opened,5.21,Cold Lead
API,Olark Chat,No,0,3.0,1122,1.5,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,30.24,Cold Lead
Landing Page Submission,Organic Search,No,0,6.0,135,6.0,Email Opened,India,Supply Chain Management,Unknown,Unemployed,Might be,Unknown,Mumbai,Yes,Email Opened,12.06,Cold Lead
Landing Page Submission,Direct Traffic,No,0,9.0,307,1.8,Olark Chat Conversation,India,E-Business,Unknown,Unknown,Unknown,Unknown,Mumbai,Yes,Modified,1.16,Cold Lead
Landing Page Submission,Organic Search,No,0,12.0,28,6.0,Email Opened,India,International Business,Unknown,Unemployed,Might be,Unknown,Other Cities,Yes,Email Opened,21.22,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Email Opened,40.26,Cold Lead
Landing Page Submission,google,No,0,5.0,306,5.0,Page Visited on Website,India,Unknown,Student of SomeSchool,Unknown,Unknown,Unknown,Other Cities,No,Modified,1.6,Cold Lead
Landing Page Submission,Direct Traffic,No,1,7.0,116,7.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,Low in Relevance,Unknown,Mumbai,Yes,Email Opened,35.95,Cold Lead
Landing Page Submission,Direct Traffic,No,0,2.0,1054,2.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,Not Sure,Unknown,Mumbai,Yes,Email Opened,15.18,Cold Lead
API,Organic Search,No,1,3.0,195,3.0,Converted to Lead,India,Operations Management,Unknown,Unemployed,Might be,Unknown,Unknown,No,Modified,29.64,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,1.22,Cold Lead
Landing Page Submission,Google,No,1,3.0,732,3.0,Email Opened,India,Operations Management,Online Search,Working Professional,Might be,Unknown,Thane & Outskirts,No,Email Opened,95.23,Hot Lead
API,Olark Chat,No,0,7.0,1130,2.33,Page Visited on Website,United States,Human Resource Management,Unknown,Unemployed,Unknown,Unknown,Mumbai,Yes,Modified,45.39,Cold Lead
API,Organic Search,No,0,13.0,594,4.33,Had a Phone Conversation,India,Unknown,Unknown,Unemployed,Not Sure,Unknown,Unknown,No,Modified,31.8,Cold Lead
API,Organic Search,No,0,5.0,1117,5.0,Email Opened,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,31.81,Cold Lead
API,Referral Sites,No,0,14.0,354,14.0,Unreachable,India,Unknown,Unknown,Unemployed,Might be,Unknown,Unknown,No,Modified,1.6,Cold Lead
API,Google,No,0,3.0,217,3.0,Unreachable,India,Unknown,Unknown,Unemployed,Might be,Unknown,Unknown,No,Modified,3.05,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,6.81,Cold Lead
API,Direct Traffic,No,1,5.0,1837,2.5,Email Opened,India,Finance Management,Unknown,Unemployed,High in Relevance,Potential Lead,Thane & Outskirts,No,Email Opened,98.1,Hot Lead
Landing Page Submission,Google,No,0,1.0,302,1.0,Converted to Lead,India,Human Resource Management,Multiple Sources,Unknown,Unknown,Unknown,Thane & Outskirts,No,Modified,1.89,Cold Lead
Landing Page Submission,Google,No,0,6.0,32,6.0,Page Visited on Website,India,Human Resource Management,Word Of Mouth,Unknown,Unknown,Unknown,Mumbai,No,Modified,1.62,Cold Lead
Landing Page Submission,Direct Traffic,No,0,1.0,1226,1.0,Converted to Lead,India,Human Resource Management,Unknown,Unemployed,Not Sure,Unknown,Tier II Cities,Yes,Modified,9.65,Cold Lead
Landing Page Submission,Google,No,0,4.0,144,4.0,Email Opened,India,Operations Management,Multiple Sources,Unknown,Unknown,Unknown,Other Cities of Maharashtra,No,Email Opened,2.62,Cold Lead
API,Organic Search,No,1,2.0,631,1.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,27.94,Cold Lead
Landing Page Submission,Direct Traffic,No,1,1.0,891,1.0,Converted to Lead,Unknown,Operations Management,Unknown,Student,Low in Relevance,Potential Lead,Other Cities of Maharashtra,Yes,Modified,96.73,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,6.81,Cold Lead
API,Google,No,0,3.0,235,3.0,Email Opened,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,2.16,Cold Lead
Landing Page Submission,Google,No,0,2.0,453,2.0,Email Link Clicked,India,Services Excellence,Word Of Mouth,Unknown,Unknown,Unknown,Mumbai,No,Modified,2.59,Cold Lead
API,Referral Sites,No,0,3.0,60,1.5,Page Visited on Website,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Page Visited on Website,9.24,Cold Lead
Lead Add Form,Welingak Website,No,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,96.85,Hot Lead
API,Organic Search,No,0,9.0,96,4.5,Page Visited on Website,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,6.83,Cold Lead
Lead Add Form,Welingak Website,No,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Email Opened,99.19,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,1.22,Cold Lead
API,Referral Sites,No,1,11.0,825,11.0,Olark Chat Conversation,India,Finance Management,Unknown,Working Professional,Low in Relevance,Potential Lead,Thane & Outskirts,No,Modified,96.43,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Olark Chat Conversation,1.28,Cold Lead
API,Direct Traffic,No,0,11.0,10,5.5,Page Visited on Website,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Page Visited on Website,5.55,Cold Lead
Lead Add Form,Reference,No,1,3.0,1704,2.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Might be,Unknown,Unknown,No,Modified,95.13,Hot Lead
API,Organic Search,No,1,3.0,1154,1.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,62.4,Warm Lead
Lead Add Form,Reference,No,1,3.0,1262,2.0,Email Opened,Unknown,Operations Management,Unknown,Unemployed,High in Relevance,Potential Lead,Other Cities of Maharashtra,No,Modified,99.28,Hot Lead
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Unknown,"Banking, Investment And Insurance",Unknown,Working Professional,Might be,Potential Lead,Unknown,No,Email Opened,98.85,Hot Lead
Landing Page Submission,Referral Sites,No,1,6.0,104,3.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,Unknown,Unknown,Other Metro Cities,Yes,Email Opened,8.9,Cold Lead
API,Google,No,0,3.0,331,3.0,Email Opened,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,2.48,Cold Lead
Landing Page Submission,Google,No,0,5.0,294,2.5,Email Opened,India,Healthcare Management,Word Of Mouth,Unemployed,Not Sure,Unknown,Mumbai,No,Email Opened,3.72,Cold Lead
API,Organic Search,No,0,5.0,345,5.0,Email Opened,Australia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,1.91,Cold Lead
API,Google,No,0,2.0,172,2.0,Olark Chat Conversation,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,1.27,Cold Lead
